"Name","acc@N","acc@5","acc@1","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","anti_cca_with_universal_vocab_enabled","bottle_neck_exp","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","hypo_file","prep_knowledge_bank","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-16T23:33:07.000Z","35","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/112_hard.yaml","Bonsai trees in pots","Cacti in pots","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Bonsai tree in front of a lake","1","Bonsai tree in a black container","1","Bonsai tree on display at a show"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-16T23:32:21.000Z","36","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/111_hard.yaml","Vinyl records in a store","CDs in a store","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Presence of a wooden record shelf in a living room","0.81735","Presence of turntable on records","0.79355","Record store interiors"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-16T23:31:36.000Z","35","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/110_hard.yaml","Men wearing round glasses","Men wearing square glasses","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Presence of a beige background","0.6415500000000001","men wearing glasses and a suit by the ocean","0.60395","Senior man wearing glasses"
"PairedImageSets","1","1","1","finished","-","","","2025-12-16T23:30:52.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/109_hard.yaml","Children reading comic books","Children reading fairy tales","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","reading comic books","0.9547","Reading comic books","0.9547","Children reading comics"
"PairedImageSets","0","0","0","finished","-","","","2025-12-16T23:30:09.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/108_hard.yaml","Diesel trucks on a highway","Electric trucks on a highway","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","trucks on a dirt road","0.908","Trucks driving on dirt roads","0.8636999999999999","Trucks driving on dirt roads"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-16T23:29:18.000Z","35","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/107_hard.yaml","Women wearing ankle boots","Women wearing knee-high boots","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Woman walking down the street","0.7414499999999999","Presence of a plane in the sky","0.7271499999999999","Casual street style"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-16T23:28:35.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/106_hard.yaml","Passenger planes in the sky","Cargo planes in the sky","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Stock photos of airplanes in sky","0.8221","Airplanes flying above clouds","0.8112","Individual airplane in the sky"
"PairedImageSets","1","1","1","finished","-","","","2025-12-16T23:27:51.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/105_hard.yaml","Men wearing fedoras","Men wearing baseball caps","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Men wearing fedora hats","0.8975","man wearing a fedora hat","0.8736","man wearing a fedora hat"
"PairedImageSets","1","1","1","finished","-","","","2025-12-16T23:27:07.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/104_hard.yaml","People playing classical violin","People playing fiddle","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Violin performance in concert hall","0.8953","Concerts or orchestra setting","0.8918","Playing violin in orchestra"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-16T23:26:23.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/103_hard.yaml","Tennis shoes on a rack","Running shoes on a rack","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Specific brands pictured (Nike, Asics, Wilson)","0.7323500000000001","Imagery related to tennis (tennis shoes, tennis balls)","0.72855","Shoes specifically identified as sports shoes (running, tennis)"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-16T23:25:38.000Z","36","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/102_hard.yaml","Oak trees in summer","Oak trees in autumn","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Greenery and lush vegetation","0.944","Green grassy fields","0.9119","Green grassy meadows"
"PairedImageSets","0.5","0.5","0.5","finished","-","","","2025-12-16T23:24:53.000Z","35","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/101_hard.yaml","Butterflies with spotted wings","Butterflies with striped wings","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Insects sitting on pieces of wood","0.5822999999999999","Butterflies resting on the ground or other non-floral surfaces such as rocks","0.5746","Bug on a piece of wood"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-16T23:24:10.000Z","34","","false","false","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/100_hard.yaml","Men wearing suits","Men wearing tuxedos","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCAUniversalVocab","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","hypothesis_knowledge_bank.json","false","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","Wearing a grey suit","0.8972","man wearing a grey suit","0.8779","men walking down the street in a suit"
