"Name","acc@5","acc@N","acc@1","State","Notes","User","Tags","Created","Runtime","Sweep","anti_cca_enabled","captioner.model","captioner.prompt","config","data.group1","data.group2","data.name","data.purity","data.root","data.subset","differ.clip_model","differ.method","differ.model","differ.prompt_cls_0","differ.prompt_cls_1","evaluator.method","evaluator.model","evaluator.n_hypotheses","project","proposer.method","proposer.model","proposer.num_hypotheses","proposer.num_rounds","proposer.num_samples","proposer.prompt","proposer.sampling_method","ranker.classify_threshold","ranker.clip_dataset","ranker.clip_model","ranker.max_num_samples","ranker.method","seed","wandb","top_1_difference","top_1_score","top_2_difference","top_2_score","top_3_difference","top_3_score","top_4_difference","top_4_score","top_5_difference","top_5_score"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:18:21.000Z","41","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/14_easy.yaml","Cows grazing in a field","Sheep grazing in a field","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","two cows grazing in a green field","0.96485","a group of cows grazing in a field at sunset","0.95835","a group of cows standing in a field at sunset","0.95685","a group of brown cows standing in a field","0.94715","a group of cows grazing in a field under a stormy sky","0.94715"
"PairedImageSets","0.5","0.5","0","finished","-","","","2025-12-01T06:17:31.000Z","42","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/13_easy.yaml","Motorcycles on a street","Bicycles on a street","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a black motorcycle on a white background","0.9944","a man riding a motorcycle at a drag race","0.9909","a red and black motorcycle parked in front of a white wall","0.984","a person riding a motorcycle on a track","0.9693","a black motorcycle parked in front of a building","0.9522"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:16:47.000Z","37","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/12_easy.yaml","Grapes in a bowl","Apples in a bowl","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a child is holding a bowl of grapes","1","green grapes in a bowl on a wooden table","0.9974","green grapes in a bowl on a brick wall","0.9957","white grapes in a basket on a white background","0.9921","a bunch of grapes in a metal bowl on a black background stock photography","0.9903"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:16:00.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/11_easy.yaml","Books on a shelf","Plants on a shelf","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","colorful books on a shelf in a library","0.9967","a room full of books on a wooden shelf","0.9888","a room with a lot of books on shelves","0.9885","old books on a shelf in a library stock photo, picture and royalty free image","0.9878","a shelf full of books on a wooden shelf","0.9796"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:15:15.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/10_easy.yaml","Fish in an aquarium","Turtles in an aquarium","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a colorful fish swimming in an aquarium","0.9429","an aquarium full of colorful fish and corals","0.9205","three striped fish swimming in an aquarium","0.8614999999999999","a yellow fish swimming in an aquarium","0.8555","a green and yellow fish swimming in the water","0.8395"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:14:27.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/9_easy.yaml","People skiing on a slope","People snowboarding on a slope","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","people skiing on a snowy slope in the mountains","0.8702500000000001","a group of people skiing down a snow covered slope","0.85485","people skiing down a snowy slope with trees in the background","0.7975499999999999","a ski lift on a snowy slope with clouds in the background","0.78795","a group of skiers on the slopes of a ski resort stock photography","0.77515"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:13:41.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/8_easy.yaml","Tulips in a garden","Roses in a garden","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a field of colorful tulips","0.9963","a group of tulips in pots in front of a house","0.9955","a group of red tulips in a garden","0.9949","a field of pink tulips in bloom","0.9939","the tulips are arranged in a circular pattern in a garden","0.9933"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:12:53.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/7_easy.yaml","Boats in a marina","Cars in a parking lot","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a boat docked in a marina","1","a sailboat docked at a marina","0.9999","several boats docked in a marina","0.9998","many boats are docked in a marina","0.9995","many sailboats are docked on a dock","0.9989"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:12:08.000Z","38","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/6_easy.yaml","Birds flying in the sky","Airplanes flying in the sky","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a flock of birds flying in the sky","0.9898","two storks flying in the sky","0.9718","a group of pigeons flying in the sky","0.9717","a seagull flying in the sky","0.9661","a group of white birds flying over the ocean","0.9645"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:11:17.000Z","43","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/5_easy.yaml","Elephants in the savannah","Giraffes in the savannah","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a black and white image of an elephant in the savannah","0.9797","a group of elephants standing under a stormy sky","0.9716","a group of elephants crossing a dirt road","0.9686","an elephant and her baby standing in a grassy field","0.9682","two elephants standing in a field with trees in the background","0.9666"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:10:32.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/4_easy.yaml","People shopping in a mall","People dining in a restaurant","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a crowd of people walking in a shopping mall","1","people shopping in a shopping mall","1","a shopping mall with a lot of people on the escalators","1","a crowd of people on an escalator in a shopping mall","1","people walking up and down the escalators in a shopping mall","1"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:09:42.000Z","42","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/3_easy.yaml","Butterflies on flowers","Bees on flowers","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a black and white drawing of butterflies and flowers","0.9981","three monarch butterflies perched on a pink flower","0.9881","a monarch butterfly sits on a red flower","0.9822","a butterfly perched on a purple flower","0.9763","a monarch butterfly perched on a pink flower","0.9682"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:08:57.000Z","39","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/2_easy.yaml","Snow-covered mountains","Desert sand dunes","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","snow covered trees on a snowy mountain","1","a view of the snow covered mountains in the dolomites","1","a winter scene with snow covered mountains and a lake","1","a snow covered mountain reflected in a lake","0.9999","a snow covered mountain range with trees in the background","0.9999"
"PairedImageSets","1","1","0.5","finished","-","","","2025-12-01T06:08:09.000Z","40","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/1_easy.yaml","Children playing soccer","Children swimming in a pool","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a family chasing a soccer ball in a field","1","a group of children playing soccer on a grassy field","1","a group of children are running around a soccer ball on a grassy field","1","two children playing soccer on a grassy field","1","a group of children playing soccer on a green field","1"
"PairedImageSets","1","1","1","finished","-","","","2025-12-01T06:07:15.000Z","47","","false","blip","Describe this image in detail.","configs/sweep_visdiffbench_purity1.0_seed0/0_easy.yaml","Dogs playing in a park","Cats playing in a park","PairedImageSets","1","./data","false","ViT-bigG-14","AntiCCA","gpt-4","CLS_0_DIFF","CLS_1_DIFF","GPTEvaluator","gpt-4","5","PairedImageSets","LLMProposer","gpt-4","10","3","20","CLIP_FRIENDLY","random","0.3","laion2b_s39b_b160k","ViT-bigG-14","5000","CLIPRanker","0","true","a group of dogs playing in a park","0.9859","two dogs playing with a toy in a grassy field","0.9692","a white and brown dog running in a park","0.9606","two german shepherd dogs playing in a park","0.9567","a group of people and dogs in a park","0.9555"
